FECHA_ACCIDENTE,AÑO_ACCIDENTE,MES_ACCIDENTE,DIA_ACCIDENTE,HORA_ACCIDENTE,MOMENTO_DIA,GRAVEDAD_ACCIDENTE,CLASE_ACCIDENTE,SITIO_EXACTO_ACCIDENTE,LATITUD,LONGITUD,CANT_HERIDOS_EN _SITIO_ACCIDENTE,CANT_MUERTOS_EN _SITIO_ACCIDENTE,CANTIDAD_ACCIDENTES,ZONA
2017-09-16 09:00:00,2017,9,Sáb,09:00:00:AM,Mañana,Solo daños,Choque,CL 90 CR 49C,11.0055528,-74.8235143,0.0,0.0,1,NORTE
2017-09-16 09:20:00,2017,9,Sáb,09:20:00:AM,Mañana,Solo daños,Choque,CL 96 CR 59,11.0169169,-74.8218677,0.0,0.0,1,NORTE
2017-09-16 09:30:00,2017,9,Sáb,09:30:00:AM,Mañana,Solo daños,Choque,CR 42 63B 27,10.9863821,-74.79926440000001,0.0,0.0,1,CENTRO
2017-09-16 09:40:00,2017,9,Sáb,09:40:00:AM,Mañana,Solo daños,Choque,CL 38B CR 7D,10.9440096,-74.7940224,0.0,0.0,1,SUR
2017-09-16 22:05:00,2017,9,Sáb,10:05:00:PM,Noche,Con heridos,Choque,AV CIRCUNVALAR CR 10,10.959065,-74.83711740000003,2.0,0.0,1,SUR
2017-09-16 10:20:00,2017,9,Sáb,10:20:00:AM,Mañana,Con heridos,Choque,CR 8 CL 35,10.9463391,-74.7901854,2.0,0.0,1,CENTRO
2017-09-16 10:30:00,2017,9,Sáb,10:30:00:AM,Mañana,Solo daños,Choque,CR 41 CL 57,10.983758,-74.79552170000002,0.0,0.0,1,CENTRO
2017-09-16 12:00:00,2017,9,Sáb,12:00:00:PM,Medio dia,Con heridos,Choque,CR 41 CL 75A,10.9904823,-74.81196949999998,1.0,0.0,1,NORTE
2017-09-16 12:20:00,2017,9,Sáb,12:20:00:PM,Medio dia,Solo daños,Choque,CL 90 CR 42H,11.0000093,-74.82617540000003,0.0,0.0,1,NORTE
2017-09-17 14:00:00,2017,9,Dom,02:00:00:PM,Tarde,Solo daños,Choque,CR 38 CL 34,10.9770721,-74.77935529999998,0.0,0.0,1,CENTRO
2017-09-17 17:40:00,2017,9,Dom,05:40:00:PM,Tarde,Solo daños,Choque,CR 38C CL 74,10.9872948,-74.81218319999998,0.0,0.0,1,NORTE
2017-09-17 18:00:00,2017,9,Dom,06:00:00:PM,Tarde,Solo daños,Choque,CR 60 CLL 75,11.0053124,-74.799097,0.0,0.0,1,NORTE
2017-09-17 19:00:00,2017,9,Dom,07:00:00:PM,Noche,Con heridos,Choque,CL 79 CR 45,10.9972442,-74.8124985,1.0,0.0,1,NORTE
2017-09-17 19:30:00,2017,9,Dom,07:30:00:PM,Noche,Solo daños,Choque,CR 43 CL 96,11.0029441,-74.83248069999998,0.0,0.0,1,NORTE
2017-09-17 08:30:00,2017,9,Dom,08:30:00:AM,Mañana,Solo daños,Choque,CL 45 CR 30,10.9719908,-74.78933599999998,0.0,0.0,1,CENTRO
2017-09-17 10:40:00,2017,9,Dom,10:40:00:AM,Mañana,Con heridos,Choque,VIA 40 CR 80,11.0215868,-74.79971450000002,1.0,0.0,1,NORTE
2017-09-17 12:10:00,2017,9,Dom,12:10:00:PM,Medio dia,Solo daños,Choque,CL 46 CR 19,10.960966099999998,-74.7977902,0.0,0.0,1,CENTRO
2017-09-17 12:45:00,2017,9,Dom,12:45:00:PM,Medio dia,Solo daños,Choque,AV CIRCUNVALAR AV CORDIALIDAD,10.9515642,-74.81065290000002,0.0,0.0,1,SUR
2017-09-18 13:12:00,2017,9,Lun,01:12:00:PM,Medio dia,Con heridos,Choque,CR 12 CL 24,10.950796,-74.77797199999998,2.0,0.0,1,CENTRO
2017-09-18 14:20:00,2017,9,Lun,02:20:00:PM,Tarde,Solo daños,Choque,VIA 40 CRA 78,11.0210602,-74.80032109999998,0.0,0.0,1,NORTE
2017-09-18 16:00:00,2017,9,Lun,04:00:00:PM,Tarde,Con heridos,Choque,CL 80 CR 51B,11.0039239,-74.81271140000003,1.0,0.0,1,NORTE
2017-09-18 17:10:00,2017,9,Lun,05:10:00:PM,Tarde,Solo daños,Choque,CR 43 CLL 71,10.9883014,-74.8010918,0.0,0.0,1,NORTE
2017-09-18 17:20:00,2017,9,Lun,05:20:00:PM,Tarde,Con heridos,Choque,CLL 110 CR 10,10.959065,-74.83711740000003,1.0,0.0,1,SUR
2017-09-18 17:20:00,2017,9,Lun,05:20:00:PM,Tarde,Solo daños,Choque,CR 13 CL 99,10.951039,-74.7814317,0.0,0.0,1,CENTRO
2017-09-18 07:00:00,2017,9,Lun,07:00:00:AM,Mañana,Solo daños,Choque,CRA 37 CLLE 58,10.9819756,-74.79765499999998,0.0,0.0,1,CENTRO
2017-09-18 07:20:00,2017,9,Lun,07:20:00:AM,Mañana,Solo daños,Choque,CL 30 CR 6,10.9446386,-74.7852012,0.0,0.0,1,CENTRO
2017-09-18 09:30:00,2017,9,Lun,09:30:00:AM,Mañana,Solo daños,Choque,CL 110 CR 96,11.0356761,-74.8289001,0.0,0.0,1,NORTE
2017-09-18 11:00:00,2017,9,Lun,11:00:00:AM,Medio dia,Solo daños,Choque,CL 70B CR 38,10.9847541,-74.809069,0.0,0.0,1,NORTE
2017-09-18 11:30:00,2017,9,Lun,11:30:00:AM,Medio dia,Solo daños,Choque,CR 57 CL 96,11.0156641,-74.82288690000001,0.0,0.0,1,NORTE
2017-09-19 13:30:00,2017,9,Mar,01:30:00:PM,Medio dia,Solo daños,Choque,CR 47 80 20,11.0002278,-74.81383149999998,0.0,0.0,1,NORTE
2017-09-19 14:30:00,2017,9,Mar,02:30:00:PM,Tarde,Con heridos,Choque,CR 41 39 23,10.9796198,-74.78331440000002,1.0,0.0,1,CENTRO
2017-09-19 15:15:00,2017,9,Mar,03:15:00:PM,Tarde,Solo daños,Choque,CR 23 FRENTE AL 36 64,10.9953918,-74.79557309999998,0.0,0.0,1,NORTE
2017-09-19 15:20:00,2017,9,Mar,03:20:00:PM,Tarde,Con heridos,Choque,CR 21 CLL 45B,10.9634963,-74.79312809999998,1.0,0.0,1,CENTRO
2017-09-19 16:50:00,2017,9,Mar,04:50:00:PM,Tarde,Solo daños,Choque,CL 68 CR 23,10.970905300000002,-74.8092891,0.0,0.0,1,CENTRO
2017-09-19 17:00:00,2017,9,Mar,05:00:00:PM,Tarde,Solo daños,Choque,CR 51B CL 85,11.0065492,-74.8190302,0.0,0.0,1,NORTE
2017-09-19 05:50:00,2017,9,Mar,05:50:00:AM,Madrugada,Solo daños,Choque,CR 24 47B 32,10.9675357,-74.7932996,0.0,0.0,1,CENTRO
2017-09-19 18:20:00,2017,9,Mar,06:20:00:PM,Tarde,Solo daños,Choque,CL 74 CR 41C,10.9915782,-74.8101506,0.0,0.0,1,NORTE
2017-09-19 07:10:00,2017,9,Mar,07:10:00:AM,Mañana,Con heridos,Choque,CL 30 CR 26,10.9652382,-74.78276610000002,5.0,0.0,1,CENTRO
2017-09-19 07:30:00,2017,9,Mar,07:30:00:AM,Mañana,Con heridos,Choque,AV CIRCUNVALAR CL 48G,10.9411714,-74.8338443,1.0,0.0,1,SUR
2017-09-19 07:55:00,2017,9,Mar,07:55:00:AM,Mañana,Con heridos,Choque,CR 49 CL 41,10.9984612,-74.8080805,2.0,0.0,1,NORTE
2017-09-19 08:30:00,2017,9,Mar,08:30:00:AM,Mañana,Solo daños,Choque,CL 98 CR 51B,11.0110774,-74.8288341,0.0,0.0,1,NORTE
2017-09-19 08:30:00,2017,9,Mar,08:30:00:AM,Mañana,Solo daños,Choque,CR 30 CL 6,10.9698802,-74.78276939999998,0.0,0.0,1,CENTRO
2017-09-19 09:10:00,2017,9,Mar,09:10:00:AM,Mañana,Solo daños,Choque,CLLE 110 CRA 3,10.9498985,-74.8339842,0.0,0.0,1,SUR
2017-09-19 21:50:00,2017,9,Mar,09:50:00:PM,Noche,Solo daños,Choque,CL 54 CR 50 10,10.9908098,-74.7905774,0.0,0.0,1,CENTRO
2017-09-19 10:30:00,2017,9,Mar,10:30:00:AM,Mañana,Con heridos,Choque,CR 44 CL 61,10.9878254,-74.79714820000002,2.0,0.0,1,CENTRO
2017-09-19 23:00:00,2017,9,Mar,11:00:00:PM,Noche,Con heridos,Atropello,CR 51B CL 98,11.0110774,-74.8288341,1.0,0.0,1,NORTE
2017-09-19 11:20:00,2017,9,Mar,11:20:00:AM,Medio dia,Solo daños,Choque,CL 110 CR 38,11.0356761,-74.8289001,0.0,0.0,1,NORTE
2017-09-19 11:30:00,2017,9,Mar,11:30:00:AM,Medio dia,Solo daños,Choque,CRA 7B CLLE 7A,10.9488427,-74.82539720000003,0.0,0.0,1,SUR
2017-09-19 12:00:00,2017,9,Mar,12:00:00:PM,Medio dia,Solo daños,Choque,CL 75 CR 26B 132,10.9775627,-74.8171596,0.0,0.0,1,NORTE
2017-09-19 12:45:00,2017,9,Mar,12:45:00:PM,Medio dia,Solo daños,Choque,CR 51B CLL 98,11.0110774,-74.8288341,0.0,0.0,1,NORTE
2017-09-20 13:00:00,2017,9,Mié,01:00:00:PM,Medio dia,Con heridos,Choque,CLL 17 CR 14,10.9532704,-74.7739277,2.0,0.0,1,CENTRO
2017-09-20 13:30:00,2017,9,Mié,01:30:00:PM,Medio dia,Solo daños,Choque,CL 87 CR 43B,11.0008752,-74.82370639999998,0.0,0.0,1,NORTE
2017-09-20 14:40:00,2017,9,Mié,02:40:00:PM,Tarde,Solo daños,Choque,CR 42F 75B 168,10.9935272,-74.8125953,0.0,0.0,1,NORTE
2017-09-20 15:10:00,2017,9,Mié,03:10:00:PM,Tarde,Solo daños,Choque,CR 64 CL 96,11.0180987,-74.8209277,0.0,0.0,1,NORTE
2017-09-20 15:30:00,2017,9,Mié,03:30:00:PM,Tarde,Solo daños,Choque,CR 43 CL 87,10.9998837,-74.82399709999999,0.0,0.0,1,NORTE
2017-09-20 16:30:00,2017,9,Mié,04:30:00:PM,Tarde,Solo daños,Choque,CR 38 CL 80,10.9869768,-74.8200444,0.0,0.0,1,NORTE
2017-09-20 18:15:00,2017,9,Mié,06:15:00:PM,Tarde,Solo daños,Choque,CL 34 CR 54 01,10.9927244,-74.79027409999998,0.0,0.0,1,CENTRO
2017-09-20 18:45:00,2017,9,Mié,06:45:00:PM,Tarde,Solo daños,Choque,CL 110 CR 6,10.950006,-74.83399899999998,0.0,0.0,1,SUR
2017-09-20 19:40:00,2017,9,Mié,07:40:00:PM,Noche,Con heridos,Choque,CL 110 6R 400,10.94673,-74.83422,1.0,0.0,1,SUR
2017-09-20 08:20:00,2017,9,Mié,08:20:00:AM,Mañana,Solo daños,Choque,CRA 55 CLLE 72,10.9996018,-74.80087890000001,0.0,0.0,1,NORTE
2017-09-20 11:00:00,2017,9,Mié,11:00:00:AM,Medio dia,Solo daños,Choque,CLL 30 CR 33,10.9717894,-74.7795613,0.0,0.0,1,CENTRO
2017-09-20 11:40:00,2017,9,Mié,11:40:00:AM,Medio dia,Con heridos,Choque,CL 68 FRENTE AL 50 119,10.9962025,-74.7980303,1.0,0.0,1,NORTE
2017-09-20 12:30:00,2017,9,Mié,12:30:00:PM,Medio dia,Solo daños,Choque,CRA 59 CLLE 74,11.0033632,-74.7987394,0.0,0.0,1,NORTE
2017-09-21 14:00:00,2017,9,Jue,02:00:00:PM,Tarde,Solo daños,Choque,CL 80 CR 55,11.0060365,-74.81000089999998,0.0,0.0,1,NORTE
2017-09-21 14:20:00,2017,9,Jue,02:20:00:PM,Tarde,Con heridos,Choque,CL 30 33 200,10.9732731,-74.77889880000002,1.0,0.0,1,CENTRO
2017-09-21 16:20:00,2017,9,Jue,04:20:00:PM,Tarde,Solo daños,Choque,CR 51 CL 75 185,11.0007269,-74.8054417,0.0,0.0,1,NORTE
2017-09-21 17:25:00,2017,9,Jue,05:25:00:PM,Tarde,Solo daños,Choque,AV CIRCUNVALAR FRENTE A TECNOGLAS,11.036710800000002,-74.82703459999998,0.0,0.0,1,NORTE
2017-09-21 18:15:00,2017,9,Jue,06:15:00:PM,Tarde,Solo daños,Choque,CR 47 CL 82,11.0013593,-74.81641139999998,0.0,0.0,1,NORTE
2017-09-21 18:35:00,2017,9,Jue,06:35:00:PM,Tarde,Solo daños,Choque,CR 44 CLL 59,10.9873824,-74.79575919999998,0.0,0.0,1,CENTRO
2017-09-21 18:45:00,2017,9,Jue,06:45:00:PM,Tarde,Solo daños,Choque,CR 54 CL 76,11.0032494,-74.8050667,0.0,0.0,1,NORTE
2017-09-21 18:50:00,2017,9,Jue,06:50:00:PM,Tarde,Con heridos,Choque,CR 42 CLL 78,10.9803154,-74.7710017,1.0,0.0,1,CENTRO
2017-09-21 18:50:00,2017,9,Jue,06:50:00:PM,Tarde,Solo daños,Choque,CL 75 CR 26C7,10.9787265,-74.8165678,0.0,0.0,1,NORTE
2017-09-21 19:00:00,2017,9,Jue,07:00:00:PM,Noche,Solo daños,Choque,AV CIRCUNVALAR CALLE 77,10.9254521,-74.8221411,0.0,0.0,1,SUR
2017-09-21 08:00:00,2017,9,Jue,08:00:00:AM,Mañana,Solo daños,Choque,CL 56 CR 10,10.9546099,-74.8077437,0.0,0.0,1,SUR
2017-09-21 09:45:00,2017,9,Jue,09:45:00:AM,Mañana,Solo daños,Choque,CLL 94 # 72,10.9494516,-74.826853,0.0,0.0,1,SUR
2017-09-21 10:00:00,2017,9,Jue,10:00:00:AM,Mañana,Solo daños,Choque,CR 54 CL 68,10.9971989,-74.7975694,0.0,0.0,1,NORTE
2017-09-21 12:50:00,2017,9,Jue,12:50:00:PM,Medio dia,Solo daños,Choque,CR 42F CL 79B,10.9940217,-74.8157121,0.0,0.0,1,NORTE
2017-09-22 13:00:00,2017,9,Vie,01:00:00:PM,Medio dia,Solo daños,Choque,CR 52 CLL 82,10.9994843,-74.81724709999997,0.0,0.0,1,NORTE
2017-09-22 13:10:00,2017,9,Vie,01:10:00:PM,Medio dia,Solo daños,Choque,VIA 40 CL 67,11.012229800000002,-74.79207690000001,0.0,0.0,1,NORTE
2017-09-22 13:15:00,2017,9,Vie,01:15:00:PM,Medio dia,Solo daños,Choque,CL 84 CR 56,11.008770599999998,-74.813989,0.0,0.0,1,NORTE
2017-09-22 13:50:00,2017,9,Vie,01:50:00:PM,Medio dia,Solo daños,Choque,CL 45 CR 4,10.9383337,-74.79933780000002,0.0,0.0,1,SUR
2017-09-22 14:30:00,2017,9,Vie,02:30:00:PM,Tarde,Solo daños,Choque,CL 45 8D 53,10.948722,-74.80000840000002,0.0,0.0,1,SUR
2017-09-22 16:45:00,2017,9,Vie,04:45:00:PM,Tarde,Solo daños,Choque,CR 42 CLL 80B,10.989036,-74.8225333,0.0,0.0,1,NORTE
2017-09-22 17:00:00,2017,9,Vie,05:00:00:PM,Tarde,Solo daños,Choque,AV CORDIALIDAD AV CIRCUNVALAR,10.9515642,-74.81065290000002,0.0,0.0,1,SUR
2017-09-22 17:30:00,2017,9,Vie,05:30:00:PM,Tarde,Solo daños,Choque,CL 81 CR 59C,11.0111074,-74.8082563,0.0,0.0,1,NORTE
2017-09-22 17:50:00,2017,9,Vie,05:50:00:PM,Tarde,Solo daños,Choque,CL 34 CR 46,10.985242199999998,-74.77728600000002,0.0,0.0,1,CENTRO
2017-09-22 07:30:00,2017,9,Vie,07:30:00:AM,Mañana,Solo daños,Choque,CL 19 CR 1,10.936994,-74.77969859999997,0.0,0.0,1,CENTRO
2017-09-22 07:30:00,2017,9,Vie,07:30:00:AM,Mañana,Solo daños,Choque,CR 77A 85 75,11.0236087,-74.8077713,0.0,0.0,1,NORTE
2017-09-22 08:10:00,2017,9,Vie,08:10:00:AM,Mañana,Solo daños,Choque,CARRERA 50 # 80-90,11.0023,-74.8131954,0.0,0.0,1,NORTE
2017-09-22 22:00:00,2017,9,Vie,10:00:00:PM,Noche,Con heridos,Choque,CR 21 CLL 86,10.9704601,-74.8286026,2.0,0.0,1,SUR
2017-09-22 12:20:00,2017,9,Vie,12:20:00:PM,Medio dia,Solo daños,Choque,VIA 40 # 79,11.0237244,-74.80008149999998,0.0,0.0,1,NORTE
2017-09-23 14:45:00,2017,9,Sáb,02:45:00:PM,Tarde,Solo daños,Choque,AV CIRCUNVALAR CL 92,10.9265214,-74.8243697,0.0,0.0,1,SUR
2017-09-23 14:45:00,2017,9,Sáb,02:45:00:PM,Tarde,Solo daños,Choque,CR 43 CL 85,10.9991116,-74.82228570000002,0.0,0.0,1,NORTE
2017-09-23 04:00:00,2017,9,Sáb,04:00:00:AM,Madrugada,Con heridos,Choque,CALLE 51B # AVENIDA CIRCUNVALAR,10.9226828,-74.81463219999998,5.0,0.0,1,SUR
2017-09-23 16:00:00,2017,9,Sáb,04:00:00:PM,Tarde,Con heridos,Choque,CR 50 CLL 98,11.0100199,-74.82945720000002,1.0,0.0,1,NORTE
2017-09-23 16:00:00,2017,9,Sáb,04:00:00:PM,Tarde,Solo daños,Choque,CR 6 CL 51 182,10.9284435,-74.81454269999998,0.0,0.0,1,SUR
2017-09-23 05:30:00,2017,9,Sáb,05:30:00:AM,Madrugada,Con heridos,Choque,CL 19 CR 5,10.9429,-74.77725600000002,3.0,0.0,1,CENTRO
2017-09-23 18:00:00,2017,9,Sáb,06:00:00:PM,Tarde,Solo daños,Choque,CR 42H CL 94,11.0017008,-74.82974300000002,0.0,0.0,1,NORTE
2017-09-23 06:20:00,2017,9,Sáb,06:20:00:AM,Mañana,Con heridos,Choque,AV CORDIALIDAD VIA GALAPA KM 1,10.9515642,-74.81065290000002,1.0,0.0,1,SUR
2017-09-23 18:27:00,2017,9,Sáb,06:27:00:PM,Tarde,Solo daños,Choque,CR 38 CL 72,10.9853698,-74.81122640000002,0.0,0.0,1,NORTE
2017-09-23 18:30:00,2017,9,Sáb,06:30:00:PM,Tarde,Solo daños,Choque,CL 99 53 52,11.013237599999998,-74.82857290000003,0.0,0.0,1,NORTE
2017-09-23 19:30:00,2017,9,Sáb,07:30:00:PM,Noche,Solo daños,Choque,CL 84 CR 55,11.0083246,-74.8147122,0.0,0.0,1,NORTE
2017-09-23 08:30:00,2017,9,Sáb,08:30:00:AM,Mañana,Con heridos,Choque,CR 38 CL 84,10.9854113,-74.8305063,1.0,0.0,1,NORTE
2017-09-23 09:15:00,2017,9,Sáb,09:15:00:AM,Mañana,Solo daños,Choque,CORDIALIDAD CON CRA 10,10.9546099,-74.8077437,0.0,0.0,1,SUR
2017-09-23 09:30:00,2017,9,Sáb,09:30:00:AM,Mañana,Con heridos,Choque,CL 17 FRENTE AL 30 16,10.960100099999998,-74.7747911,12.0,0.0,1,CENTRO
2017-09-23 22:00:00,2017,9,Sáb,10:00:00:PM,Noche,Solo daños,Choque,CL 68 CR 38B,10.9844228,-74.80345140000001,0.0,0.0,1,NORTE
2017-09-23 10:39:00,2017,9,Sáb,10:39:00:AM,Mañana,Solo daños,Choque,CR 51 CL 75 121,11.000898199999998,-74.80647230000002,0.0,0.0,1,NORTE
2017-09-23 11:00:00,2017,9,Sáb,11:00:00:AM,Medio dia,Con heridos,Caida Ocupante,CL 5 CR 8,10.9489123,-74.76609110000003,1.0,0.0,1,CENTRO
2017-09-23 11:00:00,2017,9,Sáb,11:00:00:AM,Medio dia,Solo daños,Choque,CR 46 48 218,11.0042521,-74.82614129999997,0.0,0.0,1,NORTE
2017-09-23 11:00:00,2017,9,Sáb,11:00:00:AM,Medio dia,Solo daños,Choque,VIA 40 CR 67,11.0004984,-74.7851566,0.0,0.0,1,NORTE
2017-09-23 11:35:00,2017,9,Sáb,11:35:00:AM,Medio dia,Solo daños,Choque,VIA 40 CL 58,11.005915,-74.789287,0.0,0.0,1,NORTE
2017-09-23 12:55:00,2017,9,Sáb,12:55:00:PM,Medio dia,Solo daños,Choque,VIA 40 CLL 85,11.0263731,-74.8037791,0.0,0.0,1,NORTE
2017-09-24 13:00:00,2017,9,Dom,01:00:00:PM,Medio dia,Solo daños,Choque,CR 43 CLL 87,10.9998837,-74.82399709999999,0.0,0.0,1,NORTE
2017-09-24 13:10:00,2017,9,Dom,01:10:00:PM,Medio dia,Solo daños,Choque,CR 14 36B 26,10.952848800000002,-74.7927107,0.0,0.0,1,CENTRO
2017-09-24 01:45:00,2017,9,Dom,01:45:00:AM,Madrugada,Solo daños,Choque,CL 99 CR 53,11.0145061,-74.82758170000002,0.0,0.0,1,NORTE
2017-09-24 01:50:00,2017,9,Dom,01:50:00:AM,Madrugada,Solo daños,Choque,CR 27 CL 44,10.9693093,-74.789388,0.0,0.0,1,CENTRO
2017-09-24 02:00:00,2017,9,Dom,02:00:00:AM,Madrugada,Con heridos,Choque,CALLE 45 # CRA 13,10.9524201,-74.79768390000002,1.0,0.0,1,CENTRO
2017-09-24 14:30:00,2017,9,Dom,02:30:00:PM,Tarde,Solo daños,Choque,CALLE 19 # 5A-20,10.9434952,-74.77701040000002,0.0,0.0,1,CENTRO
2017-09-24 14:50:00,2017,9,Dom,02:50:00:PM,Tarde,Con heridos,Choque,CR 15 CL 24,10.9530205,-74.7785897,2.0,0.0,1,CENTRO
2017-09-24 15:30:00,2017,9,Dom,03:30:00:PM,Tarde,Solo daños,Choque,CL 79 CR 45,10.9972442,-74.8124985,0.0,0.0,1,NORTE
2017-09-24 15:50:00,2017,9,Dom,03:50:00:PM,Tarde,Solo daños,Choque,CR 44 CL 75,10.9943339,-74.80976070000001,0.0,0.0,1,NORTE
2017-09-24 04:00:00,2017,9,Dom,04:00:00:AM,Madrugada,Con muertos,Choque,CL 90 FRENTE AL 5 06,10.9867586,-74.83329959999998,1.0,1.0,1,NORTE
2017-09-24 16:30:00,2017,9,Dom,04:30:00:PM,Tarde,Solo daños,Choque,CL 110 CR 2 SUR,10.9766042,-74.83591159999997,0.0,0.0,1,NORTE
2017-09-24 16:30:00,2017,9,Dom,04:30:00:PM,Tarde,Solo daños,Choque,CLL 45 VIA 40,10.9816441,-74.78632999999998,0.0,0.0,1,CENTRO
2017-09-24 05:30:00,2017,9,Dom,05:30:00:AM,Madrugada,Con heridos,Choque,CALLE 45 # 21,10.9346219,-74.7993736,1.0,0.0,1,SUR
2017-09-24 17:30:00,2017,9,Dom,05:30:00:PM,Tarde,Solo daños,Choque,CR 44 CLL 67,10.9894817,-74.80124889999998,0.0,0.0,1,NORTE
2017-09-24 19:10:00,2017,9,Dom,07:10:00:PM,Noche,Con heridos,Choque,AV CORDIALIDAD CR 4A,10.9515642,-74.81065290000002,1.0,0.0,1,SUR
2017-09-24 08:00:00,2017,9,Dom,08:00:00:AM,Mañana,Con heridos,Choque,CR 14 CL 56C,10.9593679,-74.80498929999997,2.0,0.0,1,SUR
2017-09-24 08:00:00,2017,9,Dom,08:00:00:AM,Mañana,Solo daños,Choque,CR 42 CLL 79,10.9802171,-74.77100539999998,0.0,0.0,1,CENTRO
2017-09-24 08:40:00,2017,9,Dom,08:40:00:AM,Mañana,Solo daños,Choque,CR 1E CL 54 16,10.9145366,-74.7917892,0.0,0.0,1,SUR
2017-09-24 21:30:00,2017,9,Dom,09:30:00:PM,Noche,Solo daños,Choque,CLL 44 CR 21,10.961481,-74.7924864,0.0,0.0,1,CENTRO
2017-09-24 09:50:00,2017,9,Dom,09:50:00:AM,Mañana,Solo daños,Choque,CR 38 CL 4,10.976202,-74.77729140000002,0.0,0.0,1,CENTRO
2017-09-24 23:00:00,2017,9,Dom,11:00:00:PM,Noche,Solo daños,Choque,CL 80 CR 96,10.9942509,-74.8169113,0.0,0.0,1,NORTE
2017-09-24 11:50:00,2017,9,Dom,11:50:00:AM,Medio dia,Solo daños,Choque,CR 32 CL 29,10.9702742,-74.77926099999998,0.0,0.0,1,CENTRO
2017-09-24 00:30:00,2017,9,Dom,12:30:00:AM,Madrugada,Solo daños,Choque,CR 58 CL 90,11.0133465,-74.81820979999998,0.0,0.0,1,NORTE
2017-09-24 12:30:00,2017,9,Dom,12:30:00:PM,Medio dia,Solo daños,Choque,CALLE 75 # 44,10.9949469,-74.80926059999999,0.0,0.0,1,NORTE
2017-09-25 13:00:00,2017,9,Lun,01:00:00:PM,Medio dia,Solo daños,Choque,CL 87 CR 71,11.0190563,-74.8127548,0.0,0.0,1,NORTE
2017-09-25 13:15:00,2017,9,Lun,01:15:00:PM,Medio dia,Con heridos,Choque,CL 70 CR 50,10.9960396,-74.801885,1.0,0.0,1,NORTE
2017-09-25 13:30:00,2017,9,Lun,01:30:00:PM,Medio dia,Con heridos,Atropello,CALLE 47 CR 1A,10.9309188,-74.80710909999998,1.0,0.0,1,SUR
2017-09-25 14:00:00,2017,9,Lun,02:00:00:PM,Tarde,Solo daños,Choque,VIA 40 CON 51,11.0161406,-74.7954838,0.0,0.0,1,NORTE
2017-09-25 14:30:00,2017,9,Lun,02:30:00:PM,Tarde,Solo daños,Choque,VIA 40 # 72,11.0082416,-74.7908204,0.0,0.0,1,NORTE
2017-09-25 16:30:00,2017,9,Lun,04:30:00:PM,Tarde,Solo daños,Choque,CR 8 DIAG 5 425,10.9457106,-74.7953454,0.0,0.0,1,SUR
2017-09-25 05:00:00,2017,9,Lun,05:00:00:AM,Madrugada,Solo daños,Choque,AV CIRCUNVALAR CR 10,10.959065,-74.83711740000003,0.0,0.0,1,SUR
2017-09-25 17:20:00,2017,9,Lun,05:20:00:PM,Tarde,Solo daños,Choque,VIA 40 CON 79B,11.0215868,-74.79971450000002,0.0,0.0,1,NORTE
2017-09-25 18:20:00,2017,9,Lun,06:20:00:PM,Tarde,Solo daños,Choque,CL 85B CR 78C,11.019263699999998,-74.8101233,0.0,0.0,1,NORTE
2017-09-25 18:32:00,2017,9,Lun,06:32:00:PM,Tarde,Solo daños,Choque,CLL 19 CR 1,10.9356203,-74.78027500000002,0.0,0.0,1,CENTRO
2017-09-25 19:00:00,2017,9,Lun,07:00:00:PM,Noche,Solo daños,Choque,CL 61 CR 25,10.9728385,-74.80341729999998,0.0,0.0,1,CENTRO
2017-09-25 08:00:00,2017,9,Lun,08:00:00:AM,Mañana,Solo daños,Choque,CR 1E CL 45D,10.9318338,-74.800612,0.0,0.0,1,SUR
2017-09-25 08:46:00,2017,9,Lun,08:46:00:AM,Mañana,Solo daños,Choque,CR 4C CLL 51B,10.941993,-74.80729720000002,0.0,0.0,1,SUR
2017-09-25 09:50:00,2017,9,Lun,09:50:00:AM,Mañana,Solo daños,Choque,CR 49 CL 66,10.9940465,-74.79908379999998,0.0,0.0,1,NORTE
2017-09-25 10:40:00,2017,9,Lun,10:40:00:AM,Mañana,Solo daños,Choque,CL 51 CR 33,10.976536,-74.7925023,0.0,0.0,1,CENTRO
2017-09-25 22:40:00,2017,9,Lun,10:40:00:PM,Noche,Solo daños,Choque,CL 82 CR 52,11.005283,-74.813897,0.0,0.0,1,NORTE
2017-09-25 11:00:00,2017,9,Lun,11:00:00:AM,Medio dia,Solo daños,Choque,CR 33 50 38,10.9762949,-74.7919606,0.0,0.0,1,CENTRO
2017-09-26 13:00:00,2017,9,Mar,01:00:00:PM,Medio dia,Solo daños,Choque,CLL 47 CR 19,10.9614584,-74.79821869999998,0.0,0.0,1,CENTRO
2017-09-26 13:00:00,2017,9,Mar,01:00:00:PM,Medio dia,Solo daños,Choque,CR 45 48 95,10.9872145,-74.78795269999998,0.0,0.0,1,CENTRO
2017-09-26 13:30:00,2017,9,Mar,01:30:00:PM,Medio dia,Solo daños,Choque,CR 45 99C 84,11.0070289,-74.8338303,0.0,0.0,1,NORTE
2017-09-26 15:00:00,2017,9,Mar,03:00:00:PM,Tarde,Con heridos,Choque,CR 38 CL 84,10.9854113,-74.8305063,4.0,0.0,1,NORTE
2017-09-26 15:00:00,2017,9,Mar,03:00:00:PM,Tarde,Solo daños,Choque,CR 53 CL 80,11.0052144,-74.8106213,0.0,0.0,1,NORTE
