FECHA_ACCIDENTE,AÑO_ACCIDENTE,MES_ACCIDENTE,DIA_ACCIDENTE,HORA_ACCIDENTE,GRAVEDAD_ACCIDENTE,CLASE_ACCIDENTE,SITIO_EXACTO_ACCIDENTE,CANT_HERIDOS_EN _SITIO_ACCIDENTE,CANT_MUERTOS_EN _SITIO_ACCIDENTE,CANTIDAD_ACCIDENTES,LATITUD,LONGITUD
05/12/2017 12:00:00 AM,2017,5,Vie,03:20:00:PM,Solo daños,Choque,CL 50 CR 54,0.0,0.0,1,10.9930719,-74.78794090000002
05/12/2017 12:00:00 AM,2017,5,Vie,04:10:00:PM,Solo daños,Choque,CL 75 CR 26C 7,0.0,0.0,1,10.9792039,-74.8160817
05/12/2017 12:00:00 AM,2017,5,Vie,04:30:00:PM,Solo daños,Choque,CR 44 CLL 70-37,0.0,0.0,1,10.990767300000002,-74.80496339999998
05/12/2017 12:00:00 AM,2017,5,Vie,05:00:00:AM,Solo daños,Choque,CL 38 CR 44,0.0,0.0,1,10.9834463,-74.78049899999998
05/12/2017 12:00:00 AM,2017,5,Vie,05:00:00:PM,Solo daños,Choque,CR 65 CL 94,0.0,0.0,1,11.0187009,-74.817903
05/12/2017 12:00:00 AM,2017,5,Vie,06:10:00:PM,Solo daños,Choque,CR 38 74 232,0.0,0.0,1,10.9861953,-74.81464770000002
05/12/2017 12:00:00 AM,2017,5,Vie,07:00:00:AM,Solo daños,Choque,CL 110 6 361,0.0,0.0,1,10.9482468,-74.8368052
05/12/2017 12:00:00 AM,2017,5,Vie,07:30:00:PM,Solo daños,Choque,CR 38 CLL 74,0.0,0.0,1,10.9857066,-74.81242040000002
05/12/2017 12:00:00 AM,2017,5,Vie,07:30:00:PM,Solo daños,Choque,CR 59B CL 86,0.0,0.0,1,11.0134666,-74.8156798
05/12/2017 12:00:00 AM,2017,5,Vie,07:45:00:AM,Solo daños,Choque,CL 30 CR 14,0.0,0.0,1,10.9523687,-74.78644899999998
05/12/2017 12:00:00 AM,2017,5,Vie,08:00:00:AM,Solo daños,Choque,CL 75 CR 59,0.0,0.0,1,11.004817999999998,-74.7997922
05/12/2017 12:00:00 AM,2017,5,Vie,08:00:00:PM,Solo daños,Choque,CL 45 CR 11,0.0,0.0,1,10.9532777,-74.7970881
05/12/2017 12:00:00 AM,2017,5,Vie,08:20:00:PM,Solo daños,Choque,AVENIDA CIRCUNVALAR KRA 38,0.0,0.0,1,10.9287234,-74.78581590000002
05/12/2017 12:00:00 AM,2017,5,Vie,09:20:00:AM,Solo daños,Choque,CR 43 71 43,0.0,0.0,1,10.9912295,-74.80685240000003
05/12/2017 12:00:00 AM,2017,5,Vie,11:30:00:PM,Solo daños,Choque,CR 43 CL 79B,0.0,0.0,1,10.9958019,-74.81450799999998
05/12/2017 12:00:00 AM,2017,5,Vie,12:00:00:PM,Solo daños,Choque,CL 19 CR 5,0.0,0.0,1,10.9429,-74.77725600000002
05/13/2017 12:00:00 AM,2017,5,Sáb,01:25:00:PM,Solo daños,Choque,CL 47 CR 19,0.0,0.0,1,10.9614584,-74.79821869999998
05/13/2017 12:00:00 AM,2017,5,Sáb,01:30:00:PM,Solo daños,Choque,CL 84 CR 42,0.0,0.0,1,10.9909455,-74.82690459999998
05/13/2017 12:00:00 AM,2017,5,Sáb,02:30:00:PM,Solo daños,Choque,CR 15 CL 96,0.0,0.0,1,10.9278465,-74.82761540000001
05/13/2017 12:00:00 AM,2017,5,Sáb,02:45:00:PM,Solo daños,Choque,CR 53 CL 55,0.0,0.0,1,10.9917901,-74.7911231
05/13/2017 12:00:00 AM,2017,5,Sáb,03:00:00:PM,Solo daños,Choque,CL 100 CR 45B,0.0,0.0,1,11.004107199999998,-74.80698129999998
05/13/2017 12:00:00 AM,2017,5,Sáb,03:00:00:PM,Solo daños,Choque,CR 12 CL 24,0.0,0.0,1,10.950796,-74.77797199999998
05/13/2017 12:00:00 AM,2017,5,Sáb,04:10:00:PM,Solo daños,Choque,CL 19 CR 8,0.0,0.0,1,11.0367361,-74.86756030000002
05/13/2017 12:00:00 AM,2017,5,Sáb,04:20:00:PM,Solo daños,Choque,CR 53 C 68B,0.0,0.0,1,10.9967276,-74.7994059
05/13/2017 12:00:00 AM,2017,5,Sáb,04:30:00:PM,Solo daños,Choque,CL 84 CR 36,0.0,0.0,1,11.0026675,-74.81860499999998
05/13/2017 12:00:00 AM,2017,5,Sáb,06:15:00:AM,Con heridos,Choque,CL 45E CR 4,1.0,0.0,1,10.9340102,-74.7990705
05/13/2017 12:00:00 AM,2017,5,Sáb,06:15:00:AM,Solo daños,Choque,CL 6 CR 38,0.0,0.0,1,10.9788571,-74.76957709999998
05/13/2017 12:00:00 AM,2017,5,Sáb,06:20:00:PM,Solo daños,Choque,CR 38 CL 37,0.0,0.0,1,10.9778147,-74.78115109999997
05/13/2017 12:00:00 AM,2017,5,Sáb,08:00:00:AM,Solo daños,Choque,CL 38 CR 26,0.0,0.0,1,10.9666391,-74.7860094
05/13/2017 12:00:00 AM,2017,5,Sáb,08:00:00:PM,Solo daños,Choque,KRA 41 CALLE 42,0.0,0.0,1,10.9808953,-74.7837845
05/13/2017 12:00:00 AM,2017,5,Sáb,08:05:00:PM,Solo daños,Choque,CL 110 CR 53,0.0,0.0,1,11.0381489,-74.826488
05/13/2017 12:00:00 AM,2017,5,Sáb,08:20:00:AM,Solo daños,Choque,CR 38 CL 45,0.0,0.0,1,10.9798372,-74.78712829999998
05/13/2017 12:00:00 AM,2017,5,Sáb,08:55:00:AM,Solo daños,Choque,CL 24 CR 24,0.0,0.0,1,10.9621282,-74.77941799999998
05/13/2017 12:00:00 AM,2017,5,Sáb,09:00:00:AM,Solo daños,Choque,CL 53D CR 21A,0.0,0.0,1,10.9682144,-74.8002887
05/13/2017 12:00:00 AM,2017,5,Sáb,11:00:00:AM,Solo daños,Choque,VIA 40 CL 80,0.0,0.0,1,11.0230664,-74.8009057
05/13/2017 12:00:00 AM,2017,5,Sáb,11:00:00:PM,Solo daños,Choque,CL 45 CR 3,0.0,0.0,1,10.929125,-74.7991309
05/13/2017 12:00:00 AM,2017,5,Sáb,11:10:00:PM,Solo daños,Choque,CR 8D CL 52,0.0,0.0,1,10.948279800000002,-74.8072656
05/13/2017 12:00:00 AM,2017,5,Sáb,12:00:00:PM,Solo daños,Choque,CL 56 CR 10,0.0,0.0,1,10.9546099,-74.8077437
05/13/2017 12:00:00 AM,2017,5,Sáb,12:00:00:PM,Solo daños,Choque,CR 43 CL 82,0.0,0.0,1,10.9976459,-74.817993
05/13/2017 12:00:00 AM,2017,5,Sáb,12:00:00:PM,Solo daños,Choque,CR 46 CL 94,0.0,0.0,1,11.0050469,-74.8276686
05/13/2017 12:00:00 AM,2017,5,Sáb,12:40:00:PM,Solo daños,Choque,CL 75 CR 50,0.0,0.0,1,11.000112,-74.8062949
05/13/2017 12:00:00 AM,2017,5,Sáb,12:40:00:PM,Solo daños,Otro,CR 38 CL 60,0.0,0.0,1,10.983372,-74.798587
05/14/2017 12:00:00 AM,2017,5,Dom,01:10:00:PM,Solo daños,Choque,CLL 30 CR 28,0.0,0.0,1,10.968654699999998,-74.7792973
05/14/2017 12:00:00 AM,2017,5,Dom,01:35:00:PM,Solo daños,Choque,CALLE 47 KRA 14 SUR,0.0,0.0,1,10.9587401,-74.80329979999998
05/14/2017 12:00:00 AM,2017,5,Dom,02:10:00:AM,Con heridos,Atropello,CLL 30 CR 42,1.0,0.0,1,10.979531800000002,-74.7756306
05/14/2017 12:00:00 AM,2017,5,Dom,03:30:00:PM,Solo daños,Volcamiento,CL 54 CR 11,0.0,0.0,1,10.9551892,-74.8053177
05/14/2017 12:00:00 AM,2017,5,Dom,03:40:00:AM,Solo daños,Choque,CL 79 CR 68,0.0,0.0,1,11.0133263,-74.8043886
05/14/2017 12:00:00 AM,2017,5,Dom,03:45:00:AM,Solo daños,Choque,CR 38 CL 74,0.0,0.0,1,10.9857066,-74.81242040000002
05/14/2017 12:00:00 AM,2017,5,Dom,04:10:00:PM,Solo daños,Choque,CL 30 CR 40,0.0,0.0,1,10.9776657,-74.77650200000002
05/14/2017 12:00:00 AM,2017,5,Dom,05:00:00:PM,Solo daños,Choque,VIA 40 CL 85B,0.0,0.0,1,11.0307673,-74.8064953
05/14/2017 12:00:00 AM,2017,5,Dom,05:15:00:PM,Solo daños,Choque,CL 110 CR 53,0.0,0.0,1,11.0381489,-74.826488
05/14/2017 12:00:00 AM,2017,5,Dom,06:00:00:PM,Solo daños,Choque,CL 30 CR 28,0.0,0.0,1,10.9666814,-74.78214809999999
05/14/2017 12:00:00 AM,2017,5,Dom,08:00:00:PM,Con heridos,Choque,CL 14 CR 17,3.0,0.0,1,11.0286675,-74.86652140000002
05/14/2017 12:00:00 AM,2017,5,Dom,08:45:00:PM,Solo daños,Choque,CL 82 CR 43,0.0,0.0,1,10.9976459,-74.817993
05/14/2017 12:00:00 AM,2017,5,Dom,08:50:00:AM,Solo daños,Choque,KRA 43 CALLE 45,0.0,0.0,1,10.983006800000002,-74.78633909999998
05/14/2017 12:00:00 AM,2017,5,Dom,10:00:00:AM,Solo daños,Choque,CL 6 CR 38 Y CR 41,0.0,0.0,1,10.9864737,-74.8156786
05/14/2017 12:00:00 AM,2017,5,Dom,10:20:00:AM,Solo daños,Choque,CL 30 CR 27,0.0,0.0,1,10.9661483,-74.782387
05/14/2017 12:00:00 AM,2017,5,Dom,12:30:00:PM,Solo daños,Choque,CL 98 CR 50,0.0,0.0,1,11.0100199,-74.82945720000002
05/15/2017 12:00:00 AM,2017,5,Lun,01:20:00:PM,Solo daños,Choque,CLL 45 CR 10E,0.0,0.0,1,10.9524201,-74.79768390000002
05/15/2017 12:00:00 AM,2017,5,Lun,02:00:00:PM,Solo daños,Choque,CR 43 CL 63B,0.0,0.0,1,10.9868375,-74.79838170000002
05/15/2017 12:00:00 AM,2017,5,Lun,02:30:00:PM,Con heridos,Atropello,CR 1 CL 45B,1.0,0.0,1,10.9533262,-74.7977879
05/15/2017 12:00:00 AM,2017,5,Lun,03:00:00:PM,Con heridos,Atropello,CL 109 CR 90,1.0,0.0,1,11.0419347,-74.8279333
05/15/2017 12:00:00 AM,2017,5,Lun,03:00:00:PM,Solo daños,Choque,CALLE 100 CARRERA 45,0.0,0.0,1,11.0070865,-74.834248
05/15/2017 12:00:00 AM,2017,5,Lun,04:10:00:AM,Solo daños,Choque,CL 72 CR 34,0.0,0.0,1,10.9822464,-74.81232659999998
05/15/2017 12:00:00 AM,2017,5,Lun,04:50:00:PM,Solo daños,Choque,CL 77 CR 71 PARQUEADERO EXITO,0.0,0.0,1,11.013074,-74.798004
05/15/2017 12:00:00 AM,2017,5,Lun,06:00:00:PM,Solo daños,Choque,CALLE 91 KRA 1E,0.0,0.0,1,11.0150836,-74.8182676
05/15/2017 12:00:00 AM,2017,5,Lun,06:00:00:PM,Solo daños,Choque,CR 54 CL 55,0.0,0.0,1,10.992770599999998,-74.7912042
05/15/2017 12:00:00 AM,2017,5,Lun,06:10:00:PM,Solo daños,Choque,VIA 40 CL 73,0.0,0.0,1,11.0093944,-74.79121529999998
05/15/2017 12:00:00 AM,2017,5,Lun,07:00:00:AM,Solo daños,Choque,CR 1 CLL 45,0.0,0.0,1,10.929998199999998,-74.7991213
05/15/2017 12:00:00 AM,2017,5,Lun,07:30:00:PM,Solo daños,Choque,CALLE 30 CARRERA 43,0.0,0.0,1,10.9811718,-74.7753824
05/15/2017 12:00:00 AM,2017,5,Lun,07:35:00:PM,Solo daños,Choque,AV 110 CR 38,0.0,0.0,1,10.986988,-74.8170063
05/15/2017 12:00:00 AM,2017,5,Lun,08:00:00:AM,Solo daños,Choque,CL 48 CR 27,0.0,0.0,1,10.9708898,-74.7932646
05/15/2017 12:00:00 AM,2017,5,Lun,09:00:00:AM,Solo daños,Choque,CL 59 CR 47,0.0,0.0,1,10.9914496,-74.7945951
05/15/2017 12:00:00 AM,2017,5,Lun,09:00:00:AM,Solo daños,Choque,CLL 51 CR 35,0.0,0.0,1,10.9780165,-74.7919058
05/15/2017 12:00:00 AM,2017,5,Lun,09:00:00:AM,Solo daños,Choque,VIA 40 CLL 68,0.0,0.0,1,11.015955,-74.79500329999998
05/15/2017 12:00:00 AM,2017,5,Lun,09:10:00:AM,Solo daños,Choque,CL 70 CR 43,0.0,0.0,1,10.9903972,-74.80489820000003
05/15/2017 12:00:00 AM,2017,5,Lun,09:30:00:AM,Solo daños,Choque,CARRERA 51B CALLE 80,0.0,0.0,1,11.0039239,-74.81271140000003
05/15/2017 12:00:00 AM,2017,5,Lun,09:30:00:AM,Solo daños,Choque,CR 9 CL 6,0.0,0.0,1,10.948662400000002,-74.7794189
05/15/2017 12:00:00 AM,2017,5,Lun,10:00:00:AM,Solo daños,Choque,CLL 79 CR 57,0.0,0.0,1,11.0069115,-74.80657120000002
05/15/2017 12:00:00 AM,2017,5,Lun,10:10:00:AM,Con heridos,Choque,CL 19 CR 4B,1.0,0.0,1,10.9417629,-74.77805749999997
05/15/2017 12:00:00 AM,2017,5,Lun,11:00:00:AM,Solo daños,Choque,CL 84 CR 49C,0.0,0.0,1,11.0031341,-74.8183944
05/16/2017 12:00:00 AM,2017,5,Mar,02:00:00:AM,Solo daños,Choque,CR 7H CL 42 103,0.0,0.0,1,10.9455421,-74.79812559999998
05/16/2017 12:00:00 AM,2017,5,Mar,02:30:00:AM,Solo daños,Choque,CALLE 53 KRA 32,0.0,0.0,1,10.9766062,-74.79457430000002
05/16/2017 12:00:00 AM,2017,5,Mar,03:00:00:PM,Solo daños,Choque,CL 85 CR 47,0.0,0.0,1,11.003046800000002,-74.82076670000002
05/16/2017 12:00:00 AM,2017,5,Mar,03:10:00:PM,Solo daños,Choque,VIA 40 CL 82,0.0,0.0,1,11.0242546,-74.80199259999998
05/16/2017 12:00:00 AM,2017,5,Mar,04:00:00:PM,Solo daños,Choque,CL 58 CR 59,0.0,0.0,1,10.9964931,-74.7911869
05/16/2017 12:00:00 AM,2017,5,Mar,05:00:00:PM,Solo daños,Choque,CLL 110 CR 6,0.0,0.0,1,10.950006,-74.83399899999998
05/16/2017 12:00:00 AM,2017,5,Mar,05:30:00:PM,Solo daños,Choque,CARRERA 38 CALLE 1A,0.0,0.0,1,10.9674123,-74.7656593
05/16/2017 12:00:00 AM,2017,5,Mar,05:30:00:PM,Solo daños,Choque,CL 40B CR 18,0.0,0.0,1,10.955968,-74.7934148
05/16/2017 12:00:00 AM,2017,5,Mar,06:10:00:PM,Solo daños,Choque,CL 38B CR 6A,0.0,0.0,1,10.941284800000002,-74.79364809999998
05/16/2017 12:00:00 AM,2017,5,Mar,06:10:00:PM,Solo daños,Choque,CL 90 CR 53,0.0,0.0,1,11.0110048,-74.8199757
05/16/2017 12:00:00 AM,2017,5,Mar,06:30:00:PM,Solo daños,Choque,CL 50 CR 52,0.0,0.0,1,10.9915566,-74.7877917
05/16/2017 12:00:00 AM,2017,5,Mar,06:50:00:AM,Solo daños,Choque,CR 42F CL 75B,0.0,0.0,1,10.9928759,-74.81136540000001
05/16/2017 12:00:00 AM,2017,5,Mar,07:20:00:AM,Solo daños,Otro,CLL 110 CR 38,0.0,0.0,1,10.9850808,-74.8228613
05/16/2017 12:00:00 AM,2017,5,Mar,07:25:00:PM,Solo daños,Choque,CL 84B CR 42G,0.0,0.0,1,10.9972933,-74.8221032
05/16/2017 12:00:00 AM,2017,5,Mar,07:30:00:AM,Solo daños,Choque,CR 27 CL 37,0.0,0.0,1,10.9673118,-74.7849105
05/16/2017 12:00:00 AM,2017,5,Mar,07:50:00:PM,Solo daños,Choque,CLL 50 CR 33,0.0,0.0,1,10.976169,-74.79167799999998
05/16/2017 12:00:00 AM,2017,5,Mar,08:20:00:PM,Solo daños,Choque,CARRERA 27 CALLE 52,0.0,0.0,1,10.9716658,-74.7950997
05/16/2017 12:00:00 AM,2017,5,Mar,09:30:00:PM,Solo daños,Choque,CR 38 CL 84,0.0,0.0,1,10.9854113,-74.8305063
05/16/2017 12:00:00 AM,2017,5,Mar,10:30:00:AM,Solo daños,Choque,CR 59 CL 59,0.0,0.0,1,10.9947724,-74.7919311
05/16/2017 12:00:00 AM,2017,5,Mar,10:40:00:AM,Solo daños,Choque,CR 50 CLL 82,0.0,0.0,1,11.0029034,-74.81544090000001
05/16/2017 12:00:00 AM,2017,5,Mar,11:00:00:AM,Solo daños,Choque,CL 30 CR 27,0.0,0.0,1,10.9661483,-74.782387
05/16/2017 12:00:00 AM,2017,5,Mar,11:30:00:AM,Solo daños,Choque,CR 52 CL 80,0.0,0.0,1,11.0046976,-74.8121381
05/16/2017 12:00:00 AM,2017,5,Mar,11:45:00:AM,Solo daños,Choque,CL 72 CR 41C,0.0,0.0,1,10.9908738,-74.80760740000002
05/16/2017 12:00:00 AM,2017,5,Mar,11:45:00:PM,Solo daños,Choque,CL 84 CR 44,0.0,0.0,1,11.0000323,-74.81953
05/16/2017 12:00:00 AM,2017,5,Mar,12:00:00:PM,Solo daños,Choque,CL 82 CR 42,0.0,0.0,1,10.9896963,-74.82458170000002
05/16/2017 12:00:00 AM,2017,5,Mar,12:15:00:AM,Solo daños,Choque,CALLE 49 KRA 9 SUR,0.0,0.0,1,10.9244052,-74.8116589
05/16/2017 12:00:00 AM,2017,5,Mar,12:40:00:PM,Solo daños,Choque,CALLE 90 CR 59B,0.0,0.0,1,11.014703,-74.8173178
05/17/2017 12:00:00 AM,2017,5,Mié,01:30:00:PM,Solo daños,Choque,CR 59B CL 77B,0.0,0.0,1,11.0071571,-74.8026178
05/17/2017 12:00:00 AM,2017,5,Mié,02:30:00:PM,Con muertos,Choque,CL 83 25A 45,1.0,1.0,1,11.020632,-74.808076
05/17/2017 12:00:00 AM,2017,5,Mié,03:00:00:PM,Solo daños,Choque,CL 53D CR 18,0.0,0.0,1,11.0158789,-74.8317392
05/17/2017 12:00:00 AM,2017,5,Mié,03:10:00:PM,Solo daños,Choque,CR 45 CL 63,0.0,0.0,1,10.9899922,-74.798056
05/17/2017 12:00:00 AM,2017,5,Mié,04:00:00:PM,Solo daños,Choque,CL 36 F CR 8B,0.0,0.0,1,10.970770300000002,-74.7828686
05/17/2017 12:00:00 AM,2017,5,Mié,04:20:00:PM,Con heridos,Atropello,CL 110 CR 6F,1.0,0.0,1,10.94673,-74.83422
05/17/2017 12:00:00 AM,2017,5,Mié,05:00:00:PM,Solo daños,Choque,CL 61 CR 27,0.0,0.0,1,10.9755198,-74.80326029999998
05/17/2017 12:00:00 AM,2017,5,Mié,05:00:00:PM,Solo daños,Choque,CL 84 CR 46,0.0,0.0,1,11.001665699999998,-74.81904159999998
05/17/2017 12:00:00 AM,2017,5,Mié,05:00:00:PM,Solo daños,Choque,CLL 94 CR 64C,0.0,0.0,1,11.0183589,-74.818202
05/17/2017 12:00:00 AM,2017,5,Mié,05:50:00:PM,Solo daños,Choque,CL 17 VIA BARRANQUILLA SANTAMARTA PUENTE PUMAREJO,0.0,0.0,1,10.9507382,-74.75664069999998
05/17/2017 12:00:00 AM,2017,5,Mié,06:00:00:PM,Solo daños,Choque,CR 46 CL 84,0.0,0.0,1,11.001665699999998,-74.81904159999998
05/17/2017 12:00:00 AM,2017,5,Mié,07:20:00:AM,Solo daños,Choque,CR 23 CL 57,0.0,0.0,1,10.9699177,-74.80133719999998
05/17/2017 12:00:00 AM,2017,5,Mié,07:30:00:PM,Solo daños,Choque,CALLE 47A CARRERA 7,0.0,0.0,1,10.9421126,-74.8031752
05/17/2017 12:00:00 AM,2017,5,Mié,07:30:00:PM,Solo daños,Choque,CALLE 73C KRA 10,0.0,0.0,1,10.9620961,-74.81812149999998
05/17/2017 12:00:00 AM,2017,5,Mié,07:40:00:PM,Solo daños,Choque,VIA 40 CL 79B Y CL 80,0.0,0.0,1,11.014086,-74.79606779999997
05/17/2017 12:00:00 AM,2017,5,Mié,08:00:00:AM,Solo daños,Choque,CL 84B CR 39B,0.0,0.0,1,10.9851896,-74.83325529999998
05/17/2017 12:00:00 AM,2017,5,Mié,08:20:00:AM,Solo daños,Choque,CR 64 CLL 81,0.0,0.0,1,11.0115452,-74.8081543
05/17/2017 12:00:00 AM,2017,5,Mié,09:05:00:PM,Solo daños,Choque,VIA 40 CL 50,0.0,0.0,1,11.010299,-74.79149890000002
05/17/2017 12:00:00 AM,2017,5,Mié,10:35:00:AM,Solo daños,Choque,CL 110 CR 31,0.0,0.0,1,10.978325300000002,-74.8361819
05/17/2017 12:00:00 AM,2017,5,Mié,10:45:00:PM,Solo daños,Choque,CR 53 79 212,0.0,0.0,1,11.0047909,-74.80771519999998
05/17/2017 12:00:00 AM,2017,5,Mié,12:30:00:PM,Solo daños,Choque,CARRERA 52 CLL 79,0.0,0.0,1,11.003424,-74.8085522
05/17/2017 12:00:00 AM,2017,5,Mié,12:40:00:PM,Solo daños,Choque,CARRERA 38 CALLE 72,0.0,0.0,1,10.9853698,-74.81122640000002
05/17/2017 12:00:00 AM,2017,5,Mié,12:40:00:PM,Solo daños,Choque,CR 68 CL 81,0.0,0.0,1,11.0141077,-74.80749990000002
05/18/2017 12:00:00 AM,2017,5,Jue,01:25:00:PM,Solo daños,Choque,CL 110 17 35,0.0,0.0,1,10.994553300000002,-74.83877919999998
05/18/2017 12:00:00 AM,2017,5,Jue,02:00:00:PM,Solo daños,Choque,CR 14 CL 45,0.0,0.0,1,10.9543704,-74.79683039999998
05/18/2017 12:00:00 AM,2017,5,Jue,03:00:00:PM,Solo daños,Choque,CL 98 CR 51B,0.0,0.0,1,11.0110774,-74.8288341
05/18/2017 12:00:00 AM,2017,5,Jue,03:15:00:PM,Solo daños,Choque,CL 110 CR 38,0.0,0.0,1,11.0356761,-74.8289001
05/18/2017 12:00:00 AM,2017,5,Jue,03:50:00:PM,Solo daños,Choque,CR 38 CL 134,0.0,0.0,1,10.9677099,-74.87204249999998
05/18/2017 12:00:00 AM,2017,5,Jue,04:05:00:PM,Solo daños,Choque,CL 110 CR 6,0.0,0.0,1,10.950006,-74.83399899999998
05/18/2017 12:00:00 AM,2017,5,Jue,04:25:00:PM,Solo daños,Choque,CL 75 CR 26B,0.0,0.0,1,10.9775627,-74.8171596
05/18/2017 12:00:00 AM,2017,5,Jue,05:00:00:PM,Solo daños,Choque,CL 86 CR 64D,0.0,0.0,1,11.0159274,-74.8135568
05/18/2017 12:00:00 AM,2017,5,Jue,05:05:00:PM,Con heridos,Atropello,CLL 108 # 12B 83,1.0,0.0,1,10.9656644,-74.83714429999998
05/18/2017 12:00:00 AM,2017,5,Jue,05:10:00:PM,Solo daños,Choque,CR 49C CL 85,0.0,0.0,1,11.004017,-74.8203225
05/18/2017 12:00:00 AM,2017,5,Jue,05:30:00:PM,Solo daños,Choque,CR 27 CL 50,0.0,0.0,1,10.9712039,-74.79399520000003
05/18/2017 12:00:00 AM,2017,5,Jue,05:50:00:PM,Solo daños,Choque,CALLE 45 CARRERA 43,0.0,0.0,1,10.983006800000002,-74.78633909999998
05/18/2017 12:00:00 AM,2017,5,Jue,06:00:00:PM,Solo daños,Choque,CL 60 CR 13,0.0,0.0,1,10.9591746,-74.807441
05/18/2017 12:00:00 AM,2017,5,Jue,06:00:00:PM,Solo daños,Choque,CR 51B CL 90 Y 93,0.0,0.0,1,11.0090343,-74.8253093
05/18/2017 12:00:00 AM,2017,5,Jue,07:30:00:AM,Solo daños,Choque,CL 30 CR 14,0.0,0.0,1,10.9523687,-74.78644899999998
05/18/2017 12:00:00 AM,2017,5,Jue,08:00:00:PM,Solo daños,Choque,CL 71 CR 27,0.0,0.0,1,10.9769174,-74.81013670000002
05/18/2017 12:00:00 AM,2017,5,Jue,08:25:00:AM,Solo daños,Choque,VIA 40 CLL 85,0.0,0.0,1,11.0263731,-74.8037791
05/18/2017 12:00:00 AM,2017,5,Jue,08:30:00:AM,Solo daños,Choque,CL 36 CR 32,0.0,0.0,1,10.9715729,-74.7825809
05/18/2017 12:00:00 AM,2017,5,Jue,08:40:00:AM,Solo daños,Choque,CL 83 CR 42B,0.0,0.0,1,10.9922921,-74.82446359999999
05/18/2017 12:00:00 AM,2017,5,Jue,09:00:00:AM,Solo daños,Choque,CR 42H CL 85,0.0,0.0,1,10.9983335,-74.82265859999998
05/18/2017 12:00:00 AM,2017,5,Jue,09:20:00:PM,Solo daños,Choque,CALLE 100 CARRERA 50,0.0,0.0,1,11.0112631,-74.8323912
05/18/2017 12:00:00 AM,2017,5,Jue,10:00:00:AM,Solo daños,Choque,CL 110 CR 31,0.0,0.0,1,10.978325300000002,-74.8361819
05/18/2017 12:00:00 AM,2017,5,Jue,10:20:00:AM,Solo daños,Choque,CR 6 CL 110,0.0,0.0,1,10.94673,-74.83422
05/18/2017 12:00:00 AM,2017,5,Jue,10:45:00:AM,Solo daños,Choque,CL 53 CR 33,0.0,0.0,1,10.9772948,-74.79438950000002
05/18/2017 12:00:00 AM,2017,5,Jue,12:10:00:PM,Solo daños,Choque,CALLE 72 CARRERA 57-68,0.0,0.0,1,11.0008585,-74.798757
05/19/2017 12:00:00 AM,2017,5,Vie,02:00:00:PM,Solo daños,Choque,CR 55 CL 99 100,0.0,0.0,1,11.0154323,-74.82696240000001
05/19/2017 12:00:00 AM,2017,5,Vie,02:15:00:PM,Solo daños,Choque,PUENTE PUMAREJO SENTIDO PALERMO BARRANQUILLA,0.0,0.0,1,10.9507382,-74.75664069999998
05/19/2017 12:00:00 AM,2017,5,Vie,02:57:00:PM,Solo daños,Choque,AV 110 CL 47,0.0,0.0,1,10.9764335,-74.78907059999997
05/19/2017 12:00:00 AM,2017,5,Vie,03:40:00:PM,Solo daños,Choque,CL 56 CR 9D,0.0,0.0,1,10.953588900000002,-74.80870089999998
05/19/2017 12:00:00 AM,2017,5,Vie,04:00:00:PM,Solo daños,Choque,CARRERA 44 CALLE 42,0.0,0.0,1,10.9840059,-74.7830345
05/19/2017 12:00:00 AM,2017,5,Vie,04:00:00:PM,Solo daños,Choque,CR 51B CL 87,0.0,0.0,1,11.0073147,-74.8207381
05/19/2017 12:00:00 AM,2017,5,Vie,04:20:00:PM,Solo daños,Choque,CR 50 CLL 87,0.0,0.0,1,11.00569,-74.8215348
05/19/2017 12:00:00 AM,2017,5,Vie,04:40:00:PM,Solo daños,Choque,CLL 19 CR 6A,0.0,0.0,1,10.9450267,-74.7763646
05/19/2017 12:00:00 AM,2017,5,Vie,05:25:00:PM,Solo daños,Choque,KRA 59 CALLE 77,0.0,0.0,1,11.0068867,-74.80164040000003
05/19/2017 12:00:00 AM,2017,5,Vie,08:00:00:PM,Solo daños,Choque,CALLE 69 CARRERA 45,0.0,0.0,1,10.9913241,-74.8023403
05/19/2017 12:00:00 AM,2017,5,Vie,08:00:00:PM,Solo daños,Choque,CR 51B CLL 92,0.0,0.0,1,11.0090266,-74.82438719999998
05/19/2017 12:00:00 AM,2017,5,Vie,08:25:00:PM,Solo daños,Choque,CL 53D CR 24,0.0,0.0,1,10.970826,-74.798462
05/19/2017 12:00:00 AM,2017,5,Vie,10:10:00:AM,Solo daños,Choque,CALLE 30 CARRERA 43,0.0,0.0,1,10.9811718,-74.7753824
05/19/2017 12:00:00 AM,2017,5,Vie,12:45:00:PM,Solo daños,Choque,CR 42 CL 67,0.0,0.0,1,10.9877108,-74.8018963
05/20/2017 12:00:00 AM,2017,5,Sáb,01:10:00:PM,Solo daños,Choque,CLL 19 CR 6A,0.0,0.0,1,10.9450267,-74.7763646
05/20/2017 12:00:00 AM,2017,5,Sáb,01:45:00:PM,Solo daños,Choque,CR 35 50 18,0.0,0.0,1,10.977813,-74.79121789999998
05/20/2017 12:00:00 AM,2017,5,Sáb,01:50:00:PM,Solo daños,Choque,CL 68B CR 29,0.0,0.0,1,10.9767182,-74.8074709
